job_title,company_size,job_category,description,city,country,remote_work,annual_salary_usd,demand_score,posting_year,required_skills,source,url
AI Research Scientist,Startup (1-50),Research,Research - Research|Mathematics|Publishing|Agile|Research,Tokyo,Japan,Fully Remote,115000.0,88,2026,Research|Mathematics|Publishing|Agile|Research,Kaggle AI Jobs,
ML Engineer,Big Tech (FAANG+),AI Engineering,AI Engineering - PyTorch|Kubernetes|MLOps|TensorFlow|SQL|Python|Leadership,Singapore,Singapore,Fully Remote,203000.0,97,2025,PyTorch|Kubernetes|MLOps|TensorFlow|SQL|Python|Leadership,Kaggle AI Jobs,
Generative AI Engineer,Startup (1-50),AI Engineering,AI Engineering - Deployment|Python|Diffusion Models|GenAI APIs|Fine-tuning|LLMs|Leadership|Problem Solving|Communication,Singapore,Singapore,Fully Remote,150000.0,95,2025,Deployment|Python|Diffusion Models|GenAI APIs|Fine-tuning|LLMs|Leadership|Problem Solving|Communication,Kaggle AI Jobs,
Generative AI Engineer,SME (51-500),AI Engineering,AI Engineering - Diffusion Models|Deployment|LLMs|GenAI APIs|Leadership|SQL|Communication,Sydney,Australia,Hybrid,202000.0,95,2025,Diffusion Models|Deployment|LLMs|GenAI APIs|Leadership|SQL|Communication,Kaggle AI Jobs,
AI Agent Developer,Big Tech (FAANG+),AI Engineering,AI Engineering - AutoGen|Planning Systems|Python|Tool Use|Statistics|Research,Beijing,China,Hybrid,155000.0,96,2025,AutoGen|Planning Systems|Python|Tool Use|Statistics|Research,Kaggle AI Jobs,
Robotics Engineer (AI),Big Tech (FAANG+),Robotics,Robotics - Simulation|C++|ROS|Git|Cloud,Los Angeles,USA,Hybrid,237000.0,76,2025,Simulation|C++|ROS|Git|Cloud,Kaggle AI Jobs,
LLM Engineer,Startup (1-50),AI Engineering,AI Engineering - Prompt Engineering|RAG|Python|Vector DBs|LLM APIs|SQL,Singapore,Singapore,Hybrid,250000.0,98,2026,Prompt Engineering|RAG|Python|Vector DBs|LLM APIs|SQL,Kaggle AI Jobs,
Robotics Engineer (AI),Mid-size (501-5000),Robotics,Robotics - Control Systems|Python|ROS|Computer Vision|Linux,Remote,Global,Hybrid,265000.0,76,2025,Control Systems|Python|ROS|Computer Vision|Linux,Kaggle AI Jobs,
AI Research Scientist,Startup (1-50),Research,Research - PyTorch|Publishing|Deep Learning|Research|Git,Bangalore,India,Hybrid,115000.0,88,2026,PyTorch|Publishing|Deep Learning|Research|Git,Kaggle AI Jobs,
Deep Learning Engineer,SME (51-500),AI Engineering,AI Engineering - TensorFlow|GPU Computing|Neural Networks|PyTorch|Research,San Francisco,USA,Hybrid,324000.0,89,2026,TensorFlow|GPU Computing|Neural Networks|PyTorch|Research,Kaggle AI Jobs,
Senior ML Engineer,Mid-size (501-5000),AI Engineering,AI Engineering - System Design|Python|MLOps|Distributed Systems|PyTorch|LLM Fine-tuning|Agile|Problem Solving,Berlin,Germany,On-site,228000.0,96,2026,System Design|Python|MLOps|Distributed Systems|PyTorch|LLM Fine-tuning|Agile|Problem Solving,Kaggle AI Jobs,
Robotics Engineer (AI),Mid-size (501-5000),Robotics,Robotics - Simulation|C++|Computer Vision|Control Systems|Cloud,Amsterdam,Netherlands,On-site,155000.0,76,2025,Simulation|C++|Computer Vision|Control Systems|Cloud,Kaggle AI Jobs,
Multimodal AI Engineer,Enterprise (5000+),AI Engineering,AI Engineering - PyTorch|Vision-Language Models|Python|APIs|Fine-tuning|Agile|Problem Solving|Communication,Zurich,Switzerland,Hybrid,239000.0,90,2025,PyTorch|Vision-Language Models|Python|APIs|Fine-tuning|Agile|Problem Solving|Communication,Kaggle AI Jobs,
MLOps Engineer,Startup (1-50),ML Operations,ML Operations - CI/CD|Cloud|Kubernetes|Python|Monitoring|Communication|Agile,Toronto,Canada,Fully Remote,152000.0,93,2026,CI/CD|Cloud|Kubernetes|Python|Monitoring|Communication|Agile,Kaggle AI Jobs,
NLP Engineer,SME (51-500),AI Engineering,AI Engineering - Transformers|Hugging Face|Python|Cloud,Remote,Global,Hybrid,284000.0,91,2025,Transformers|Hugging Face|Python|Cloud,Kaggle AI Jobs,
AI Agent Developer,Mid-size (501-5000),AI Engineering,AI Engineering - AutoGen|LangChain|APIs|Git,San Francisco,USA,Fully Remote,348000.0,96,2026,AutoGen|LangChain|APIs|Git,Kaggle AI Jobs,
AI Compliance Manager,Big Tech (FAANG+),Governance,Governance - Risk Management|Auditing|Documentation|Problem Solving|SQL,Remote,Global,Fully Remote,234000.0,68,2026,Risk Management|Auditing|Documentation|Problem Solving|SQL,Kaggle AI Jobs,
Robotics Engineer (AI),Enterprise (5000+),Robotics,Robotics - Computer Vision|Python|Control Systems|C++|Simulation|Agile|Statistics,Amsterdam,Netherlands,Hybrid,154000.0,76,2026,Computer Vision|Python|Control Systems|C++|Simulation|Agile|Statistics,Kaggle AI Jobs,
Senior ML Engineer,SME (51-500),AI Engineering,AI Engineering - System Design|Distributed Systems|PyTorch|LLM Fine-tuning|MLOps|SQL|Cloud|Linux,Bangalore,India,On-site,180000.0,96,2026,System Design|Distributed Systems|PyTorch|LLM Fine-tuning|MLOps|SQL|Cloud|Linux,Kaggle AI Jobs,
Data Scientist,Startup (1-50),Data Science,Data Science - Scikit-learn|SQL|Python|ML Algorithms|SQL|Leadership,Austin,USA,Hybrid,148000.0,92,2025,Scikit-learn|SQL|Python|ML Algorithms|SQL|Leadership,Kaggle AI Jobs,
RAG Engineer,Enterprise (5000+),AI Engineering,AI Engineering - Python|Vector DBs|LLMs|LangChain|Research|SQL,New York,USA,Hybrid,256000.0,94,2026,Python|Vector DBs|LLMs|LangChain|Research|SQL,Kaggle AI Jobs,
Multimodal AI Engineer,Enterprise (5000+),AI Engineering,AI Engineering - PyTorch|Vision-Language Models|Fine-tuning|Leadership|SQL|Agile,Amsterdam,Netherlands,Hybrid,207000.0,90,2025,PyTorch|Vision-Language Models|Fine-tuning|Leadership|SQL|Agile,Kaggle AI Jobs,
RAG Engineer,Enterprise (5000+),AI Engineering,AI Engineering - Search Systems|Vector DBs|LangChain|Python|Agile,London,UK,Hybrid,237000.0,94,2026,Search Systems|Vector DBs|LangChain|Python|Agile,Kaggle AI Jobs,
Data Scientist,Mid-size (501-5000),Data Science,Data Science - Data Visualization|Statistics|SQL|Cloud,Toronto,Canada,Hybrid,138000.0,92,2026,Data Visualization|Statistics|SQL|Cloud,Kaggle AI Jobs,
Multimodal AI Engineer,Enterprise (5000+),AI Engineering,AI Engineering - Python|APIs|Fine-tuning|PyTorch|Research|Linux|Cloud,Bangalore,India,Fully Remote,160000.0,90,2025,Python|APIs|Fine-tuning|PyTorch|Research|Linux|Cloud,Kaggle AI Jobs,
Senior Data Scientist,Startup (1-50),Data Science,Data Science - Python|Deep Learning|Advanced Statistics|ML|Git|Statistics|Research,Beijing,China,Hybrid,157000.0,90,2025,Python|Deep Learning|Advanced Statistics|ML|Git|Statistics|Research,Kaggle AI Jobs,
AI Security Engineer,Enterprise (5000+),Security,Security - Risk Analysis|Cybersecurity|ML Security|Red Teaming|Python|Agile|Statistics,Zurich,Switzerland,On-site,140000.0,80,2025,Risk Analysis|Cybersecurity|ML Security|Red Teaming|Python|Agile|Statistics,Kaggle AI Jobs,
NLP Engineer,Enterprise (5000+),AI Engineering,AI Engineering - Python|Transformers|BERT|LLMs|Hugging Face|Cloud|SQL,Tokyo,Japan,Hybrid,148000.0,91,2026,Python|Transformers|BERT|LLMs|Hugging Face|Cloud|SQL,Kaggle AI Jobs,
Prompt Engineer,Mid-size (501-5000),AI Engineering,AI Engineering - NLP|Testing|Prompt Design|Documentation|Communication,Zurich,Switzerland,Hybrid,160000.0,82,2025,NLP|Testing|Prompt Design|Documentation|Communication,Kaggle AI Jobs,
NLP Engineer,Enterprise (5000+),AI Engineering,AI Engineering - Python|Text Processing|Transformers|BERT|Leadership|Linux|Statistics,Berlin,Germany,On-site,145000.0,91,2025,Python|Text Processing|Transformers|BERT|Leadership|Linux|Statistics,Kaggle AI Jobs,
LLM Engineer,Startup (1-50),AI Engineering,AI Engineering - Prompt Engineering|Vector DBs|Python|Fine-tuning|Research|Communication|Cloud,Dubai,UAE,On-site,249000.0,98,2026,Prompt Engineering|Vector DBs|Python|Fine-tuning|Research|Communication|Cloud,Kaggle AI Jobs,
AI Research Scientist,Startup (1-50),Research,Research - Python|Deep Learning|Publishing|Git|Cloud,New York,USA,Hybrid,142000.0,88,2026,Python|Deep Learning|Publishing|Git|Cloud,Kaggle AI Jobs,
AI Product Manager,SME (51-500),Product,Product - Product Strategy|Data Analysis|Stakeholder Mgmt|Agile|Statistics,Boston,USA,Fully Remote,144000.0,85,2025,Product Strategy|Data Analysis|Stakeholder Mgmt|Agile|Statistics,Kaggle AI Jobs,
Data Scientist,SME (51-500),Data Science,Data Science - Scikit-learn|Python|ML Algorithms|Data Visualization|Statistics|SQL|Statistics|Cloud|Git,Beijing,China,Fully Remote,138000.0,92,2026,Scikit-learn|Python|ML Algorithms|Data Visualization|Statistics|SQL|Statistics|Cloud|Git,Kaggle AI Jobs,
Data Engineer (AI),Enterprise (5000+),Data Engineering,Data Engineering - Airflow|Feature Stores|SQL|Python|ETL|dbt|Spark|Agile|Cloud|Git,Singapore,Singapore,Hybrid,130000.0,88,2025,Airflow|Feature Stores|SQL|Python|ETL|dbt|Spark|Agile|Cloud|Git,Kaggle AI Jobs,
AI Engineer,Startup (1-50),AI Engineering,AI Engineering - Cloud (AWS/GCP/Azure)|LLM Integration|Docker|Python|PyTorch|Agile,Paris,France,On-site,100000.0,95,2025,Cloud (AWS/GCP/Azure)|LLM Integration|Docker|Python|PyTorch|Agile,Kaggle AI Jobs,
Computer Vision Engineer,Startup (1-50),AI Engineering,AI Engineering - Python|OpenCV|CNNs|PyTorch|CUDA|Image Processing|Agile,Remote,Global,On-site,176000.0,87,2026,Python|OpenCV|CNNs|PyTorch|CUDA|Image Processing|Agile,Kaggle AI Jobs,
Senior ML Engineer,Big Tech (FAANG+),AI Engineering,AI Engineering - MLOps|Python|Distributed Systems|PyTorch|Communication|Agile|Git,Singapore,Singapore,Fully Remote,309000.0,96,2026,MLOps|Python|Distributed Systems|PyTorch|Communication|Agile|Git,Kaggle AI Jobs,
Robotics Engineer (AI),SME (51-500),Robotics,Robotics - Control Systems|Python|ROS|Leadership,Zurich,Switzerland,Hybrid,125000.0,76,2025,Control Systems|Python|ROS|Leadership,Kaggle AI Jobs,
AI Product Manager,Big Tech (FAANG+),Product,Product - Data Analysis|Agile|Stakeholder Mgmt|Product Strategy|AI Literacy|Linux,Zurich,Switzerland,Hybrid,252000.0,85,2025,Data Analysis|Agile|Stakeholder Mgmt|Product Strategy|AI Literacy|Linux,Kaggle AI Jobs,
Data Engineer (AI),Startup (1-50),Data Engineering,Data Engineering - Feature Stores|ETL|SQL|Airflow|Git,Dubai,UAE,On-site,130000.0,88,2025,Feature Stores|ETL|SQL|Airflow|Git,Kaggle AI Jobs,
AI Solutions Architect,Enterprise (5000+),Architecture,Architecture - Cloud|Python|System Design|Leadership|ML|Enterprise Architecture|Leadership|Linux,Chicago,USA,On-site,180000.0,84,2025,Cloud|Python|System Design|Leadership|ML|Enterprise Architecture|Leadership|Linux,Kaggle AI Jobs,
Data Engineer (AI),SME (51-500),Data Engineering,Data Engineering - Airflow|Python|Spark|Feature Stores|Problem Solving|Leadership,Los Angeles,USA,Hybrid,130000.0,88,2026,Airflow|Python|Spark|Feature Stores|Problem Solving|Leadership,Kaggle AI Jobs,
NLP Engineer,SME (51-500),AI Engineering,AI Engineering - BERT|LLMs|Transformers|Text Processing|Problem Solving|Leadership|Git,Remote,Global,Hybrid,267000.0,91,2025,BERT|LLMs|Transformers|Text Processing|Problem Solving|Leadership|Git,Kaggle AI Jobs,
AI Compliance Manager,Startup (1-50),Governance,Governance - Auditing|EU AI Act|Documentation|Risk Management|Cloud|Linux,Toronto,Canada,Fully Remote,153000.0,68,2025,Auditing|EU AI Act|Documentation|Risk Management|Cloud|Linux,Kaggle AI Jobs,
Robotics Engineer (AI),SME (51-500),Robotics,Robotics - C++|Python|ROS|Control Systems|Simulation|SQL,Sydney,Australia,On-site,175000.0,76,2026,C++|Python|ROS|Control Systems|Simulation|SQL,Kaggle AI Jobs,
AI Product Manager,Startup (1-50),Product,Product - Data Analysis|Agile|Product Strategy|AI Literacy|Stakeholder Mgmt|Problem Solving|Linux|Git,Beijing,China,Hybrid,140000.0,85,2026,Data Analysis|Agile|Product Strategy|AI Literacy|Stakeholder Mgmt|Problem Solving|Linux|Git,Kaggle AI Jobs,
Prompt Engineer,Big Tech (FAANG+),AI Engineering,AI Engineering - LLM APIs|NLP|Testing|Prompt Design|Documentation|Python|Research,Sydney,Australia,On-site,127000.0,82,2025,LLM APIs|NLP|Testing|Prompt Design|Documentation|Python|Research,Kaggle AI Jobs,
AI Research Scientist,Mid-size (501-5000),Research,Research - Deep Learning|PyTorch|Mathematics|Communication|Cloud|Statistics,Chicago,USA,Fully Remote,115000.0,88,2025,Deep Learning|PyTorch|Mathematics|Communication|Cloud|Statistics,Kaggle AI Jobs,
AI Research Scientist,Big Tech (FAANG+),Research,Research - Publishing|Research|PyTorch|Deep Learning|Problem Solving,Paris,France,Hybrid,258000.0,88,2026,Publishing|Research|PyTorch|Deep Learning|Problem Solving,Kaggle AI Jobs,
Prompt Engineer,Mid-size (501-5000),AI Engineering,AI Engineering - Prompt Design|Python|NLP|LLM APIs|Documentation|Leadership|Git|Communication,Seattle,USA,On-site,240000.0,82,2025,Prompt Design|Python|NLP|LLM APIs|Documentation|Leadership|Git|Communication,Kaggle AI Jobs,
Multimodal AI Engineer,Startup (1-50),AI Engineering,AI Engineering - Python|Vision-Language Models|APIs|Statistics|Agile,Beijing,China,Fully Remote,160000.0,90,2025,Python|Vision-Language Models|APIs|Statistics|Agile,Kaggle AI Jobs,
LLM Engineer,Enterprise (5000+),AI Engineering,AI Engineering - LLM APIs|Vector DBs|RAG|Python|Prompt Engineering|Git,Sydney,Australia,Fully Remote,239000.0,98,2026,LLM APIs|Vector DBs|RAG|Python|Prompt Engineering|Git,Kaggle AI Jobs,
MLOps Engineer,Mid-size (501-5000),ML Operations,ML Operations - MLflow|Monitoring|Kubernetes|Docker|Communication|Problem Solving,Austin,USA,Hybrid,182000.0,93,2025,MLflow|Monitoring|Kubernetes|Docker|Communication|Problem Solving,Kaggle AI Jobs,
Data Scientist,Enterprise (5000+),Data Science,Data Science - SQL|ML Algorithms|Statistics|Scikit-learn|Python|Data Visualization|Problem Solving|Linux,Dubai,UAE,Hybrid,182000.0,92,2026,SQL|ML Algorithms|Statistics|Scikit-learn|Python|Data Visualization|Problem Solving|Linux,Kaggle AI Jobs,
Data Engineer (AI),Big Tech (FAANG+),Data Engineering,Data Engineering - Spark|dbt|Airflow|Cloud|Agile|Statistics,Chicago,USA,Hybrid,213000.0,88,2025,Spark|dbt|Airflow|Cloud|Agile|Statistics,Kaggle AI Jobs,
Data Scientist,Big Tech (FAANG+),Data Science,Data Science - SQL|Statistics|Scikit-learn|Python|Data Visualization|Problem Solving|Cloud,Tokyo,Japan,Hybrid,140000.0,92,2026,SQL|Statistics|Scikit-learn|Python|Data Visualization|Problem Solving|Cloud,Kaggle AI Jobs,
AI Solutions Architect,Enterprise (5000+),Architecture,Architecture - Leadership|System Design|Enterprise Architecture|Cloud|ML|Python|SQL,San Francisco,USA,Fully Remote,246000.0,84,2026,Leadership|System Design|Enterprise Architecture|Cloud|ML|Python|SQL,Kaggle AI Jobs,
AI Product Manager,Enterprise (5000+),Product,Product - Stakeholder Mgmt|Product Strategy|Data Analysis|Leadership|Cloud|SQL,Sydney,Australia,On-site,190000.0,85,2026,Stakeholder Mgmt|Product Strategy|Data Analysis|Leadership|Cloud|SQL,Kaggle AI Jobs,
Deep Learning Engineer,SME (51-500),AI Engineering,AI Engineering - Python|TensorFlow|GPU Computing|CUDA|PyTorch|Cloud|Communication,Paris,France,Hybrid,161000.0,89,2025,Python|TensorFlow|GPU Computing|CUDA|PyTorch|Cloud|Communication,Kaggle AI Jobs,
Robotics Engineer (AI),Startup (1-50),Robotics,Robotics - ROS|C++|Simulation|Computer Vision|Python|Control Systems|Communication|Leadership|Statistics,Amsterdam,Netherlands,Fully Remote,155000.0,76,2026,ROS|C++|Simulation|Computer Vision|Python|Control Systems|Communication|Leadership|Statistics,Kaggle AI Jobs,
Senior ML Engineer,SME (51-500),AI Engineering,AI Engineering - Distributed Systems|MLOps|PyTorch|Leadership|Statistics,Amsterdam,Netherlands,On-site,180000.0,96,2026,Distributed Systems|MLOps|PyTorch|Leadership|Statistics,Kaggle AI Jobs,
Robotics Engineer (AI),Enterprise (5000+),Robotics,Robotics - C++|Control Systems|Simulation|Research,Bangalore,India,Hybrid,125000.0,76,2025,C++|Control Systems|Simulation|Research,Kaggle AI Jobs,
Senior Data Scientist,SME (51-500),Data Science,Data Science - Leadership|Deep Learning|Causal Inference|Advanced Statistics|Problem Solving|Cloud|Communication,New York,USA,On-site,261600.0,90,2025,Leadership|Deep Learning|Causal Inference|Advanced Statistics|Problem Solving|Cloud|Communication,Kaggle AI Jobs,
Prompt Engineer,Enterprise (5000+),AI Engineering,AI Engineering - Python|Documentation|Testing|LLM APIs|NLP|Prompt Design|Cloud,Seattle,USA,Hybrid,129000.0,82,2025,Python|Documentation|Testing|LLM APIs|NLP|Prompt Design|Cloud,Kaggle AI Jobs,
Robotics Engineer (AI),Enterprise (5000+),Robotics,Robotics - Simulation|C++|Python|Computer Vision|Control Systems|Problem Solving,Beijing,China,Fully Remote,125000.0,76,2026,Simulation|C++|Python|Computer Vision|Control Systems|Problem Solving,Kaggle AI Jobs,
AI Compliance Manager,Enterprise (5000+),Governance,Governance - EU AI Act|Documentation|Auditing|Legal Knowledge|Cloud|Research,London,UK,On-site,175000.0,68,2025,EU AI Act|Documentation|Auditing|Legal Knowledge|Cloud|Research,Kaggle AI Jobs,
AI Compliance Manager,SME (51-500),Governance,Governance - EU AI Act|Documentation|Legal Knowledge|Auditing|Risk Management|Cloud|Statistics,Los Angeles,USA,Hybrid,100000.0,68,2025,EU AI Act|Documentation|Legal Knowledge|Auditing|Risk Management|Cloud|Statistics,Kaggle AI Jobs,
AI Agent Developer,Mid-size (501-5000),AI Engineering,AI Engineering - Tool Use|APIs|Python|AutoGen|SQL|Problem Solving|Agile,Amsterdam,Netherlands,On-site,215000.0,96,2026,Tool Use|APIs|Python|AutoGen|SQL|Problem Solving|Agile,Kaggle AI Jobs,
AI Business Analyst,Enterprise (5000+),Business,Business - Communication|Data Visualization|Python|SQL|Business Analysis|Git|Statistics|Communication,Singapore,Singapore,Fully Remote,96000.0,78,2025,Communication|Data Visualization|Python|SQL|Business Analysis|Git|Statistics|Communication,Kaggle AI Jobs,
AI Ethics Officer,Enterprise (5000+),Governance,Governance - Communication|AI Policy|Risk Assessment|Ethics Frameworks|Research|Cloud|Leadership,Zurich,Switzerland,Fully Remote,110000.0,72,2026,Communication|AI Policy|Risk Assessment|Ethics Frameworks|Research|Cloud|Leadership,Kaggle AI Jobs,
AI Business Analyst,Startup (1-50),Business,Business - Python|SQL|Business Analysis|Problem Solving,Singapore,Singapore,On-site,95000.0,78,2025,Python|SQL|Business Analysis|Problem Solving,Kaggle AI Jobs,
Multimodal AI Engineer,Big Tech (FAANG+),AI Engineering,AI Engineering - Python|PyTorch|Fine-tuning|APIs|Leadership,London,UK,Hybrid,360000.0,90,2025,Python|PyTorch|Fine-tuning|APIs|Leadership,Kaggle AI Jobs,
Senior ML Engineer,Enterprise (5000+),AI Engineering,AI Engineering - PyTorch|Python|Distributed Systems|MLOps|System Design|Git|SQL,Berlin,Germany,Fully Remote,246000.0,96,2026,PyTorch|Python|Distributed Systems|MLOps|System Design|Git|SQL,Kaggle AI Jobs,
Data Engineer (AI),Big Tech (FAANG+),Data Engineering,Data Engineering - Airflow|SQL|Python|Spark|dbt|Feature Stores|Git|Leadership,Seattle,USA,On-site,264000.0,88,2026,Airflow|SQL|Python|Spark|dbt|Feature Stores|Git|Leadership,Kaggle AI Jobs,
AI Compliance Manager,Big Tech (FAANG+),Governance,Governance - Risk Management|EU AI Act|Auditing|Documentation|Legal Knowledge|Problem Solving|SQL|Agile,Toronto,Canada,Fully Remote,126000.0,68,2026,Risk Management|EU AI Act|Auditing|Documentation|Legal Knowledge|Problem Solving|SQL|Agile,Kaggle AI Jobs,
AI Product Manager,Big Tech (FAANG+),Product,Product - AI Literacy|Data Analysis|Stakeholder Mgmt|Product Strategy|Agile|Communication|Agile|Git,Singapore,Singapore,Fully Remote,151000.0,85,2026,AI Literacy|Data Analysis|Stakeholder Mgmt|Product Strategy|Agile|Communication|Agile|Git,Kaggle AI Jobs,
Computer Vision Engineer,SME (51-500),AI Engineering,AI Engineering - OpenCV|Python|PyTorch|CNNs|CUDA|Communication|SQL|Git,Sydney,Australia,On-site,199000.0,87,2025,OpenCV|Python|PyTorch|CNNs|CUDA|Communication|SQL|Git,Kaggle AI Jobs,
MLOps Engineer,Startup (1-50),ML Operations,ML Operations - Docker|Kubernetes|Python|MLflow|Monitoring|SQL,Sydney,Australia,On-site,130000.0,93,2025,Docker|Kubernetes|Python|MLflow|Monitoring|SQL,Kaggle AI Jobs,
Data Scientist,Big Tech (FAANG+),Data Science,Data Science - SQL|Scikit-learn|Data Visualization|ML Algorithms|Statistics|Agile,New York,USA,Fully Remote,234000.0,92,2025,SQL|Scikit-learn|Data Visualization|ML Algorithms|Statistics|Agile,Kaggle AI Jobs,
Data Scientist,Enterprise (5000+),Data Science,Data Science - ML Algorithms|Python|Data Visualization|Scikit-learn|Statistics|Cloud,Austin,USA,Hybrid,233000.0,92,2026,ML Algorithms|Python|Data Visualization|Scikit-learn|Statistics|Cloud,Kaggle AI Jobs,
Generative AI Engineer,SME (51-500),AI Engineering,AI Engineering - Diffusion Models|LLMs|GenAI APIs|Leadership|Linux,Dubai,UAE,Hybrid,171000.0,95,2026,Diffusion Models|LLMs|GenAI APIs|Leadership|Linux,Kaggle AI Jobs,
LLM Engineer,Big Tech (FAANG+),AI Engineering,AI Engineering - RAG|Prompt Engineering|Python|Fine-tuning|Vector DBs|Statistics,Beijing,China,On-site,160000.0,98,2026,RAG|Prompt Engineering|Python|Fine-tuning|Vector DBs|Statistics,Kaggle AI Jobs,
AI Ethics Officer,SME (51-500),Governance,Governance - AI Policy|Research|Ethics Frameworks|Research|Agile|Statistics,Austin,USA,Hybrid,220000.0,72,2026,AI Policy|Research|Ethics Frameworks|Research|Agile|Statistics,Kaggle AI Jobs,
RAG Engineer,Startup (1-50),AI Engineering,AI Engineering - LLMs|Search Systems|Python|Linux|Leadership|Cloud,Singapore,Singapore,Fully Remote,202000.0,94,2026,LLMs|Search Systems|Python|Linux|Leadership|Cloud,Kaggle AI Jobs,
Computer Vision Engineer,Enterprise (5000+),AI Engineering,AI Engineering - CNNs|Image Processing|PyTorch|Python|CUDA|OpenCV|Leadership,San Francisco,USA,Hybrid,336000.0,87,2025,CNNs|Image Processing|PyTorch|Python|CUDA|OpenCV|Leadership,Kaggle AI Jobs,
LLM Engineer,Mid-size (501-5000),AI Engineering,AI Engineering - Prompt Engineering|Vector DBs|RAG|Fine-tuning|LLM APIs|Python|Problem Solving|Communication,Toronto,Canada,On-site,260000.0,98,2026,Prompt Engineering|Vector DBs|RAG|Fine-tuning|LLM APIs|Python|Problem Solving|Communication,Kaggle AI Jobs,
AI Business Analyst,Startup (1-50),Business,Business - Data Visualization|Business Analysis|Communication|Python|Problem Solving,San Francisco,USA,On-site,119000.0,78,2026,Data Visualization|Business Analysis|Communication|Python|Problem Solving,Kaggle AI Jobs,
AI Security Engineer,Mid-size (501-5000),Security,Security - Cybersecurity|Risk Analysis|ML Security|Python|SQL|Statistics|Communication,Bangalore,India,Hybrid,140000.0,80,2026,Cybersecurity|Risk Analysis|ML Security|Python|SQL|Statistics|Communication,Kaggle AI Jobs,
AI Ethics Officer,Startup (1-50),Governance,Governance - AI Policy|Ethics Frameworks|Communication|Risk Assessment|Leadership|Cloud|Statistics,Los Angeles,USA,Hybrid,167000.0,72,2026,AI Policy|Ethics Frameworks|Communication|Risk Assessment|Leadership|Cloud|Statistics,Kaggle AI Jobs,
Robotics Engineer (AI),SME (51-500),Robotics,Robotics - Python|Simulation|C++|ROS|Cloud,Chicago,USA,Hybrid,140000.0,76,2026,Python|Simulation|C++|ROS|Cloud,Kaggle AI Jobs,
Prompt Engineer,Big Tech (FAANG+),AI Engineering,AI Engineering - Testing|LLM APIs|NLP|Documentation|Python|Statistics|Research|Problem Solving,Remote,Global,On-site,140000.0,82,2025,Testing|LLM APIs|NLP|Documentation|Python|Statistics|Research|Problem Solving,Kaggle AI Jobs,
Multimodal AI Engineer,Big Tech (FAANG+),AI Engineering,AI Engineering - Fine-tuning|APIs|Vision-Language Models|Python|Git|Agile|Cloud,Toronto,Canada,Fully Remote,209000.0,90,2025,Fine-tuning|APIs|Vision-Language Models|Python|Git|Agile|Cloud,Kaggle AI Jobs,
AI Agent Developer,Big Tech (FAANG+),AI Engineering,AI Engineering - Planning Systems|Tool Use|AutoGen|LangChain|Python|Cloud|Agile,Boston,USA,Hybrid,348000.0,96,2026,Planning Systems|Tool Use|AutoGen|LangChain|Python|Cloud|Agile,Kaggle AI Jobs,
AI Business Analyst,Mid-size (501-5000),Business,Business - SQL|Communication|Business Analysis|Problem Solving|Research,Los Angeles,USA,Hybrid,147000.0,78,2025,SQL|Communication|Business Analysis|Problem Solving|Research,Kaggle AI Jobs,
Generative AI Engineer,Mid-size (501-5000),AI Engineering,AI Engineering - LLMs|Deployment|Fine-tuning|SQL|Git,Los Angeles,USA,Fully Remote,196000.0,95,2025,LLMs|Deployment|Fine-tuning|SQL|Git,Kaggle AI Jobs,
Robotics Engineer (AI),Startup (1-50),Robotics,Robotics - Control Systems|Computer Vision|Simulation|C++|Python|Statistics,San Francisco,USA,Hybrid,246000.0,76,2025,Control Systems|Computer Vision|Simulation|C++|Python|Statistics,Kaggle AI Jobs,
ML Engineer,Enterprise (5000+),AI Engineering,AI Engineering - MLOps|PyTorch|Python|TensorFlow|Communication|Cloud,Beijing,China,Fully Remote,137000.0,97,2026,MLOps|PyTorch|Python|TensorFlow|Communication|Cloud,Kaggle AI Jobs,
AI Security Engineer,Enterprise (5000+),Security,Security - Cybersecurity|ML Security|Risk Analysis|Red Teaming|Python|Communication|Leadership|Problem Solving,Singapore,Singapore,Hybrid,305000.0,80,2025,Cybersecurity|ML Security|Risk Analysis|Red Teaming|Python|Communication|Leadership|Problem Solving,Kaggle AI Jobs,
LLM Engineer,Enterprise (5000+),AI Engineering,AI Engineering - RAG|Prompt Engineering|Fine-tuning|LLM APIs|Vector DBs|Python|Leadership|SQL,Chicago,USA,Fully Remote,340000.0,98,2026,RAG|Prompt Engineering|Fine-tuning|LLM APIs|Vector DBs|Python|Leadership|SQL,Kaggle AI Jobs,
RAG Engineer,Startup (1-50),AI Engineering,AI Engineering - Search Systems|LLMs|LangChain|Python|Problem Solving|Linux,Dubai,UAE,On-site,196000.0,94,2025,Search Systems|LLMs|LangChain|Python|Problem Solving|Linux,Kaggle AI Jobs,
AI Compliance Manager,Big Tech (FAANG+),Governance,Governance - Legal Knowledge|Documentation|Risk Management|Auditing|SQL|Research|Problem Solving,London,UK,Hybrid,171000.0,68,2025,Legal Knowledge|Documentation|Risk Management|Auditing|SQL|Research|Problem Solving,Kaggle AI Jobs,
NLP Engineer,Big Tech (FAANG+),AI Engineering,AI Engineering - Transformers|Python|BERT|LLMs|Research,Amsterdam,Netherlands,Fully Remote,274000.0,91,2025,Transformers|Python|BERT|LLMs|Research,Kaggle AI Jobs,
